status_id;category
1048706514016514048;NON_SEXIST
1043269437535776768;NON_SEXIST
1050122080958722048;SEXIST
1051793494577176577;NON_SEXIST
1046158180764536832;SEXIST
1069960480532426752;SEXIST
1069433297816702977;NON_SEXIST
1013605844875988992;NON_SEXIST
1046059077007265792;NON_SEXIST
1024964895899566080;SEXIST
1036526596847493126;SEXIST
1014001101794938880;SEXIST
1033508068691243008;SEXIST
1060007325543686145;NON_SEXIST
1028322456107397121;NON_SEXIST
1054431307323899905;NON_SEXIST
1042884272959447042;NON_SEXIST
1065097038856159233;NON_SEXIST
1050286666257182720;SEXIST
1014240994517282817;NON_SEXIST
1028224163314577408;NON_SEXIST
1038439783436038145;SEXIST
1048041168397914112;NON_SEXIST
1048315285562949632;SEXIST
1037084988590702593;NON_SEXIST
1056328442822701056;SEXIST
1022930602415284224;NON_SEXIST
1079004159024816128;NON_SEXIST
1036019999629094912;SEXIST
1065311718270627841;SEXIST
1062432901311197185;SEXIST
1075507779216048130;SEXIST
1060215215428648960;NON_SEXIST
1050747332420149249;SEXIST
1070700106301759488;NON_SEXIST
1061398993337507840;NON_SEXIST
1033846651197304833;SEXIST
1079470619106992128;NON_SEXIST
1079104110970978304;NON_SEXIST
1018999685036560390;SEXIST
1034046712632025089;SEXIST
1042182223535980544;NON_SEXIST
1057393945569837056;SEXIST
1055346631317639168;SEXIST
1045147174546415616;NON_SEXIST
1018148515363606528;SEXIST
1031588032405819392;SEXIST
1059579877928656896;NON_SEXIST
1024232954380267520;NON_SEXIST
1078394122002726914;NON_SEXIST
1026488281645699072;SEXIST
1028132712459259904;SEXIST
1047515243969175558;SEXIST
1045712093201276928;SEXIST
1042452525377572865;SEXIST
1032024194907889664;NON_SEXIST
1067765934394404864;NON_SEXIST
1056368927704522752;NON_SEXIST
1037113577675608067;NON_SEXIST
1057416424912752646;SEXIST
1070422163910463489;NON_SEXIST
1036281189626273798;NON_SEXIST
1057674616422973445;NON_SEXIST
1026527388757356544;NON_SEXIST
1020337320875167744;NON_SEXIST
1033521258296692737;NON_SEXIST
1019227703700910082;NON_SEXIST
1039174420126945281;DOUBTFUL
1076129766514847746;SEXIST
1073047346584346629;DOUBTFUL
1032396648737988609;SEXIST
1078353555893948416;SEXIST
1033503514671161344;SEXIST
1070033798115450880;NON_SEXIST
1031928547848462336;NON_SEXIST
1022137650675892224;NON_SEXIST
1057413014075392005;NON_SEXIST
1018108826485174273;NON_SEXIST
1034989306199371776;DOUBTFUL
1041814757236457473;DOUBTFUL
1079812569337135104;NON_SEXIST
1074746629796679680;SEXIST
1053433779149246472;SEXIST
1061283985047851009;NON_SEXIST
1040221151425904641;NON_SEXIST
1066789653079044098;NON_SEXIST
1054138318575861760;NON_SEXIST
1050452912227401729;NON_SEXIST
1061636824060309504;SEXIST
1028357585773178882;NON_SEXIST
1017404235275628544;NON_SEXIST
1019180695917420544;NON_SEXIST
1046496984339763200;SEXIST
1074785047021019136;NON_SEXIST
1026519533396348929;NON_SEXIST
1045514218156544001;NON_SEXIST
1064467109802115072;NON_SEXIST
1016823163945148421;NON_SEXIST
1046534295219843072;SEXIST
1053439155827605505;SEXIST
1052581385779564544;NON_SEXIST
1059509837623631875;NON_SEXIST
1017554766929506307;SEXIST
1070404232891662336;NON_SEXIST
1038731718902075392;NON_SEXIST
1045127579278168064;SEXIST
1015994896296050689;NON_SEXIST
1070265007978496000;SEXIST
1017438717429059584;NON_SEXIST
1035824992687153152;NON_SEXIST
1066565462279012352;NON_SEXIST
1030922406133747712;NON_SEXIST
1052053491622006784;NON_SEXIST
1076662598735667202;NON_SEXIST
1040113233015857153;DOUBTFUL
1043626578843000839;NON_SEXIST
1021790057668202496;NON_SEXIST
1063606888225533953;SEXIST
1041399560361394176;NON_SEXIST
1031752826542743554;SEXIST
1052780990932967425;NON_SEXIST
1064378368869785600;SEXIST
1061981302705082368;SEXIST
1074512743724650496;NON_SEXIST
1055582101632937985;NON_SEXIST
1015125395060985856;NON_SEXIST
1046099230929170432;NON_SEXIST
1035375873887817728;NON_SEXIST
1032875852374204422;NON_SEXIST
1013932167192285184;NON_SEXIST
1065006874502852608;NON_SEXIST
1044419220807847937;NON_SEXIST
1078740917341880321;SEXIST
1016481187278327808;NON_SEXIST
1053008098489708544;SEXIST
1040698107267350529;NON_SEXIST
1079154805719715840;SEXIST
1066678698248728576;SEXIST
1069273143716560896;SEXIST
1049804664504496128;SEXIST
1066466026676723712;SEXIST
1017953025355378690;NON_SEXIST
1039580071223287808;NON_SEXIST
1032931184454627329;NON_SEXIST
1065688791367786501;DOUBTFUL
1074109380243668997;NON_SEXIST
1063899102503669761;NON_SEXIST
1030238582005477378;SEXIST
1040315404185481216;NON_SEXIST
1017772651316744194;SEXIST
1028102148331122688;NON_SEXIST
1053789830767894528;SEXIST
1023150002477129729;SEXIST
1055286280546852865;SEXIST
1020043588611297280;SEXIST
1043612803565858816;SEXIST
1048714413904150528;SEXIST
1079529761737588737;SEXIST
1021527224653164545;NON_SEXIST
1016894871917998080;SEXIST
1029614312162308097;NON_SEXIST
1015691668727713792;NON_SEXIST
1015761749839147009;NON_SEXIST
1062124140889542657;NON_SEXIST
1029547997351141377;NON_SEXIST
1053063938278088704;NON_SEXIST
1018944650562932738;NON_SEXIST
1033194469565313025;SEXIST
1013593457250582528;NON_SEXIST
1020971312607612929;NON_SEXIST
1067943600963637248;SEXIST
1027361352837414912;NON_SEXIST
1072924107644256257;NON_SEXIST
1072166389530718208;SEXIST
1024684166602993666;NON_SEXIST
1014991948728463360;NON_SEXIST
1069703862855065600;SEXIST
1027715243974246401;NON_SEXIST
1046587605578440704;SEXIST
1055614660391694336;SEXIST
1059660412743049221;SEXIST
1057779761819406336;SEXIST
1054352058244042754;NON_SEXIST
1018996747031498752;SEXIST
1046534614112555008;NON_SEXIST
1052979816100765696;NON_SEXIST
1073362738724962305;SEXIST
1054371209608134656;NON_SEXIST
1038990799797714945;DOUBTFUL
1051202140419411968;SEXIST
1072917872077357056;NON_SEXIST
1040047678590255104;SEXIST
1076612447337889795;NON_SEXIST
1075001418216546304;NON_SEXIST
1017081810440871936;SEXIST
1037913465233592322;NON_SEXIST
1045452213076856832;NON_SEXIST
1024707825161973761;NON_SEXIST
1021070755742781441;NON_SEXIST
1034213045520674816;SEXIST
1058922991935995904;NON_SEXIST
1045654445089062912;NON_SEXIST
1068488562813808640;NON_SEXIST
1061032150491914245;NON_SEXIST
1035651308118855687;SEXIST
1078534603156213760;DOUBTFUL
1013555580680667136;SEXIST
1015008698656280576;SEXIST
1044572595595694080;NON_SEXIST
1061261407931502592;NON_SEXIST
1057393086765170688;SEXIST
1031885216762261507;NON_SEXIST
1014670245968019457;NON_SEXIST
1017587003792162816;NON_SEXIST
1033677856352727040;NON_SEXIST
1034411427455533056;NON_SEXIST
1067555294350385152;NON_SEXIST
1059049642183311360;SEXIST
1033921516189216769;SEXIST
1034215510932504582;SEXIST
1035274583052623872;NON_SEXIST
1020673106946543616;DOUBTFUL
1067630998496600064;NON_SEXIST
1032819845702844417;NON_SEXIST
1064685134098640897;SEXIST
1019134785032196096;NON_SEXIST
1032091315532705792;NON_SEXIST
1053030635760209921;NON_SEXIST
1014319335769366528;NON_SEXIST
1016506317769531393;NON_SEXIST
1046545661225836544;NON_SEXIST
1041613934913105920;SEXIST
1066173897324654593;NON_SEXIST
1028253036253274113;NON_SEXIST
1050167170204925952;NON_SEXIST
1052124422235131905;NON_SEXIST
1075675791390924800;SEXIST
1016755580076163073;NON_SEXIST
1044703198857039880;NON_SEXIST
1024158881608597504;NON_SEXIST
1045413529480822784;NON_SEXIST
1024737380308340736;SEXIST
1030943925161349120;SEXIST
1017243497697546240;NON_SEXIST
1022509970947014657;NON_SEXIST
1072193032492077056;SEXIST
1038500094717435904;DOUBTFUL
1034584330025283584;NON_SEXIST
1061449156357709824;NON_SEXIST
1030593835246780417;SEXIST
1013556044096733184;SEXIST
1077940050342625280;NON_SEXIST
1073986990465536001;SEXIST
1013438161580634113;NON_SEXIST
1028779699751792642;NON_SEXIST
1060326017850658817;NON_SEXIST
1047255267262513152;SEXIST
1060403153105866753;SEXIST
1062708875961483265;NON_SEXIST
1027262130918227969;SEXIST
1062090927232217089;NON_SEXIST
1062817331892629505;NON_SEXIST
1034169386326736904;NON_SEXIST
1065614039684956160;NON_SEXIST
1062476402480611328;SEXIST
1071115849690464256;SEXIST
1024322594718269441;NON_SEXIST
1054551422384123904;NON_SEXIST
1022889405223247873;SEXIST
1017544150403563520;NON_SEXIST
1044987617325056000;NON_SEXIST
1021052064607211520;NON_SEXIST
1065972334580912128;NON_SEXIST
1046870131954110465;SEXIST
1066193332785897472;NON_SEXIST
1014870456170672133;SEXIST
1047662938725765121;NON_SEXIST
1048935351237140482;SEXIST
1060666534543134720;NON_SEXIST
1022854659743117313;DOUBTFUL
1023556433374334976;NON_SEXIST
1014999598203592704;NON_SEXIST
1072530428060491778;SEXIST
1031600513668841472;NON_SEXIST
1026504119614357505;NON_SEXIST
1044255573016023041;NON_SEXIST
1054239968560926720;SEXIST
1050518892920143872;SEXIST
1017061030759927808;DOUBTFUL
1068733171540393984;NON_SEXIST
1056692053416071173;SEXIST
1022575041664503809;NON_SEXIST
1052649807712419840;NON_SEXIST
1046094185084915712;NON_SEXIST
1025409280667729920;NON_SEXIST
1022082179747274757;SEXIST
1077982935087808513;NON_SEXIST
1030948991985434626;SEXIST
1062877516162056192;NON_SEXIST
1079754689443442691;NON_SEXIST
1062843681307312128;DOUBTFUL
1049649470915383302;SEXIST
1062278018830422016;NON_SEXIST
1075514231406112769;SEXIST
1023037745667686400;NON_SEXIST
1054501610573979659;NON_SEXIST
1074400973790035970;NON_SEXIST
1016455730902204416;NON_SEXIST
1053439455367811072;SEXIST
1044640306182926337;SEXIST
1073239024410726400;DOUBTFUL
1073703989605228544;NON_SEXIST
1054512372428234754;NON_SEXIST
1035458747278213120;NON_SEXIST
1067413925237542912;NON_SEXIST
1033377091461500928;SEXIST
1028221062335660033;SEXIST
1068835135485808646;NON_SEXIST
1053212471782195200;NON_SEXIST
1054412274738323456;NON_SEXIST
1034401554978295809;SEXIST
1039273058018590721;NON_SEXIST
1057946108654223360;NON_SEXIST
1055978853712175110;NON_SEXIST
1017058854344028162;NON_SEXIST
1074856877853421568;SEXIST
1035785771779862528;DOUBTFUL
1022819404776710144;NON_SEXIST
1055211210512179201;SEXIST
1022399967439319040;SEXIST
1033770815597228032;NON_SEXIST
1060918229818847232;SEXIST
1035310796279083008;NON_SEXIST
1018064336101625856;NON_SEXIST
1072249949130248198;NON_SEXIST
1017540918373699584;NON_SEXIST
1029550491330666497;NON_SEXIST
1060661727161856000;NON_SEXIST
1068606999787724800;NON_SEXIST
1037791602117406722;NON_SEXIST
1020056538520535040;NON_SEXIST
1057763886793977856;SEXIST
1024320675798966272;SEXIST
1050425532280709125;NON_SEXIST
1017167265740009472;NON_SEXIST
1016448402979033088;NON_SEXIST
1029492997681868800;SEXIST
1067192540099747840;NON_SEXIST
1016263677757059072;SEXIST
1015618883489804289;NON_SEXIST
1047214561017909249;NON_SEXIST
1075518499982901249;NON_SEXIST
1034463188480393223;NON_SEXIST
1020859202447855616;NON_SEXIST
1073454828226035712;SEXIST
1062890363541733376;DOUBTFUL
1060318930097594373;SEXIST
1044231591864803328;SEXIST
1035298094638870528;NON_SEXIST
1030231994578415616;NON_SEXIST
1042864109853716480;NON_SEXIST
1069353235511746560;NON_SEXIST
1036993285619949571;NON_SEXIST
1053728172284481538;SEXIST
1037459747711143936;NON_SEXIST
1078752785053728773;NON_SEXIST
1024387390461362177;NON_SEXIST
1045462399246094336;SEXIST
1034106080127799298;NON_SEXIST
1034176999777021952;NON_SEXIST
1075167185314766850;NON_SEXIST
1019003704681394176;SEXIST
1016487170926784512;NON_SEXIST
1057818894776160256;SEXIST
1067844783899582464;NON_SEXIST
1056696862231719936;NON_SEXIST
1049407368423825408;SEXIST
1073162152343691264;NON_SEXIST
1016535134772883457;SEXIST
1050008697416617985;NON_SEXIST
1020056581545787393;SEXIST
1068691273228398592;NON_SEXIST
1052853568389165058;SEXIST
1074898122319519744;SEXIST
1041129351071326213;NON_SEXIST
1078828712106385413;NON_SEXIST
1053841337907376131;SEXIST
1075422164654981120;SEXIST
1017399354083209216;NON_SEXIST
1020180161151610880;NON_SEXIST
1024419433077342209;NON_SEXIST
1033076517503467522;SEXIST
1052360347133366272;NON_SEXIST
1023766671796981765;NON_SEXIST
1060020367358603264;NON_SEXIST
1064180712818073600;NON_SEXIST
1044242143911587840;DOUBTFUL
1052577703071645697;DOUBTFUL
1053170709361557504;SEXIST
1019727847257239552;DOUBTFUL
1024766273811570688;NON_SEXIST
1076715969865752576;NON_SEXIST
1038237745385230336;SEXIST
1052705306860507138;NON_SEXIST
1034979946576441344;NON_SEXIST
1031464605233623040;NON_SEXIST
1022795376758325248;NON_SEXIST
1053034147667746817;NON_SEXIST
1021902490038665216;SEXIST
1072522366532636673;NON_SEXIST
1044684721517744128;NON_SEXIST
1046514682469789699;NON_SEXIST
1024852192019267584;NON_SEXIST
1034256504503844864;NON_SEXIST
1041338287883993089;NON_SEXIST
1020735918733393920;NON_SEXIST
1019323747730370560;SEXIST
1037882532971331584;NON_SEXIST
1058628271099838464;NON_SEXIST
1067205929240793089;NON_SEXIST
1022625800678502400;DOUBTFUL
1058496583241814017;NON_SEXIST
1017401636610662401;NON_SEXIST
1024791149075197953;NON_SEXIST
1021766628248313856;SEXIST
1075083371745812485;NON_SEXIST
1052836251932479488;DOUBTFUL
1038173494905856002;NON_SEXIST
1055570348748537856;DOUBTFUL
1054744223310737409;NON_SEXIST
1052331221756325888;NON_SEXIST
1022641901047111680;NON_SEXIST
1073003386532978690;SEXIST
1034654892164571136;NON_SEXIST
1068014227196190720;NON_SEXIST
1036466608435290112;SEXIST
1015725745010888704;NON_SEXIST
1035234210649460736;NON_SEXIST
1029150520479440896;SEXIST
1029153408123592704;NON_SEXIST
1063522657801523200;NON_SEXIST
1023418831774146560;SEXIST
1032855040699129856;NON_SEXIST
1029002190512422912;NON_SEXIST
1063060856395710464;NON_SEXIST
1060289061208895488;NON_SEXIST
1035227593484759040;DOUBTFUL
1044282441152770048;NON_SEXIST
1064122984313556992;NON_SEXIST
1062716906954575873;NON_SEXIST
1022809890862063616;NON_SEXIST
1046147295752986624;NON_SEXIST
1022976756041568258;SEXIST
1038695499426086912;NON_SEXIST
1049072396953669634;DOUBTFUL
1034576945814691841;NON_SEXIST
1035999541223469056;SEXIST
1048551782178279424;SEXIST
1075824827922112512;DOUBTFUL
1041812715889745920;NON_SEXIST
1044645677568004096;NON_SEXIST
1079187670050529281;NON_SEXIST
1036611698793299968;SEXIST
1029224216695119873;NON_SEXIST
1052841586239909888;NON_SEXIST
1067979986118692865;NON_SEXIST
1023694376214700038;SEXIST
1023249347490865152;NON_SEXIST
1023539318089048065;DOUBTFUL
1058845022211268608;NON_SEXIST
1014994320020180992;NON_SEXIST
1017424316357627904;SEXIST
1064590465218080773;NON_SEXIST
1024096185152413701;SEXIST
1029430188306771973;NON_SEXIST
1070287174577336320;NON_SEXIST
1044714500400779265;NON_SEXIST
1063193394275586055;SEXIST
1072959579120721920;SEXIST
1075712891200946176;SEXIST
1014252049247232001;NON_SEXIST
1065710764437192704;NON_SEXIST
1057749507016929281;NON_SEXIST
1019961119232937985;SEXIST
1042912704762138624;SEXIST
1073900496883236864;SEXIST
1065414496993325056;NON_SEXIST
1027580723023306752;DOUBTFUL
1014237329584787458;NON_SEXIST
1058331119958065153;SEXIST
1020395565656559622;NON_SEXIST
1074351131873157123;SEXIST
1062466861638529024;NON_SEXIST
1072931858269257729;SEXIST
1018877477849006080;SEXIST
1061822186502131713;NON_SEXIST
1027567715131838464;NON_SEXIST
1026965884886286337;NON_SEXIST
1066694268566339584;NON_SEXIST
1039286307636305920;SEXIST
1019186990074474496;NON_SEXIST
1041214915409862656;SEXIST
1014656913596968968;NON_SEXIST
1052340944232697858;SEXIST
1060135193477070848;NON_SEXIST
1044055217141153794;SEXIST
1033144605385129984;NON_SEXIST
1063753042863013888;NON_SEXIST
1021874441553420288;NON_SEXIST
1061754231953207296;NON_SEXIST
1024860030800154625;NON_SEXIST
1062623368334266368;NON_SEXIST
1034410517786505217;NON_SEXIST
1046899853589172224;SEXIST
1019280525310210049;SEXIST
1024765726530433024;NON_SEXIST
1058387981936013313;NON_SEXIST
1056842262490025984;SEXIST
1049014684198862850;NON_SEXIST
1067551555715563525;NON_SEXIST
1025164716551876611;NON_SEXIST
1075019057802436608;SEXIST
1065396780102230017;DOUBTFUL
1064656863520796675;DOUBTFUL
1055126841655205890;NON_SEXIST
1014271826237820929;NON_SEXIST
1031956754496729088;SEXIST
1034587898543259648;DOUBTFUL
1068668953801633792;SEXIST
1074585679315767296;SEXIST
1016156466905014272;NON_SEXIST
1024973756165484544;SEXIST
1074720400846802944;SEXIST
1057708785064599552;NON_SEXIST
1059467785384812544;NON_SEXIST
1034134614632095744;DOUBTFUL
1029622205330743296;NON_SEXIST
1037468133920055296;NON_SEXIST
1040363095254872067;SEXIST
1018542774487080962;NON_SEXIST
1039596957558300673;NON_SEXIST
1030959824455041024;SEXIST
1052682502886707200;SEXIST
1045820082411180032;NON_SEXIST
1024314308208013318;NON_SEXIST
1054691123468423168;SEXIST
1037663221065416705;NON_SEXIST
1044607882086547457;NON_SEXIST
1065075719498289152;NON_SEXIST
1073431334847111169;NON_SEXIST
1030328062007803904;NON_SEXIST
1076871945541558273;NON_SEXIST
1046821049218871296;NON_SEXIST
1061346982877380611;NON_SEXIST
1017500338297933824;NON_SEXIST
1018284482187677696;NON_SEXIST
1054050315710971904;NON_SEXIST
1020074284130201600;SEXIST
1021522459034566657;NON_SEXIST
1027269690169741312;SEXIST
1057028599918837765;SEXIST
1036627442272821248;SEXIST
1069052548626165760;SEXIST
1055604252230397952;NON_SEXIST
1027381579570655233;NON_SEXIST
1022949806581444609;SEXIST
1031582716821684224;NON_SEXIST
1044798976187400194;NON_SEXIST
1064289151519006721;SEXIST
1023841466735644672;NON_SEXIST
1024474227141947399;SEXIST
1062741393343438848;NON_SEXIST
1062104029168353280;NON_SEXIST
1038992562323943424;NON_SEXIST
1071024454363504640;NON_SEXIST
1067622513319075840;NON_SEXIST
1053012002510135296;NON_SEXIST
1033770632016740353;NON_SEXIST
1062760692716105733;NON_SEXIST
1074118087123845120;NON_SEXIST
1021423915661512704;NON_SEXIST
1037385136545849344;SEXIST
1062038071301038080;NON_SEXIST
1018677582185803776;NON_SEXIST
1051979028574265344;NON_SEXIST
1030964071892439040;NON_SEXIST
1044911702708555776;NON_SEXIST
1033527718070112258;SEXIST
1033840864118931456;SEXIST
1078658926747504640;NON_SEXIST
1056297903784894464;NON_SEXIST
1026796457351933952;SEXIST
1038532539076493312;NON_SEXIST
1062542594847191040;NON_SEXIST
1058920519603445760;NON_SEXIST
1056959053451149317;SEXIST
1043646558166749184;NON_SEXIST
1038192995219197953;DOUBTFUL
1065003566056857601;SEXIST
1018655014141726721;SEXIST
1054965893359382528;NON_SEXIST
1022737186515349504;NON_SEXIST
1077796220163289091;NON_SEXIST
1041702447000051714;NON_SEXIST
1060205708828905473;SEXIST
1043269853858152449;SEXIST
1070109983105212416;NON_SEXIST
1044727733597720576;NON_SEXIST
1072478012678041601;NON_SEXIST
1015731026356850688;NON_SEXIST
1049377141299859461;SEXIST
1018258418942046209;SEXIST
1026869891838685184;SEXIST
1019348843014623232;SEXIST
1052524680874201089;NON_SEXIST
1053648430977966082;NON_SEXIST
1036751488217956352;SEXIST
1027225675034447874;SEXIST
1034578728016404481;SEXIST
1014393353150926848;NON_SEXIST
1066473737791389696;DOUBTFUL
1051800454139731969;NON_SEXIST
1070227397943943170;NON_SEXIST
1018117156167352321;NON_SEXIST
1066874179868184576;NON_SEXIST
1020526161284272128;NON_SEXIST
1022880012377223168;NON_SEXIST
1032407226462302208;NON_SEXIST
1021483338215899137;SEXIST
1050451854830776322;NON_SEXIST
1042561643006386177;SEXIST
1053424692516675585;SEXIST
1020297528091299841;SEXIST
1041474880724770816;SEXIST
1051943642070470657;NON_SEXIST
1069227055991144448;NON_SEXIST
1058139804603482113;SEXIST
1018299673197666304;NON_SEXIST
1022355132770668544;NON_SEXIST
1061894789883400194;NON_SEXIST
1051967470729392128;NON_SEXIST
1038608941809164288;NON_SEXIST
1036537872441139200;NON_SEXIST
1049700178196873218;DOUBTFUL
1062834518925697028;NON_SEXIST
1051116457105469440;NON_SEXIST
1045485834718392320;NON_SEXIST
1067847859557543936;NON_SEXIST
1054474022308720642;SEXIST
1032300675932217344;NON_SEXIST
1044285480244846597;NON_SEXIST
1069741184673828864;DOUBTFUL
1019330381177376768;NON_SEXIST
1028416095139581955;NON_SEXIST
1073643579661316096;DOUBTFUL
1077949046067814400;SEXIST
1038571852820623360;DOUBTFUL
1045308335099170818;NON_SEXIST
1031673382734057475;NON_SEXIST
1014279071780532224;SEXIST
1045814458524864513;NON_SEXIST
1060545814400040965;SEXIST
1078712386834653185;NON_SEXIST
1069370331981406208;DOUBTFUL
1037543675411222529;NON_SEXIST
1042558369326931973;NON_SEXIST
1025859913870991362;SEXIST
1023961952924643333;SEXIST
1048358876511440896;SEXIST
1014418419444342785;NON_SEXIST
1072967148799180800;NON_SEXIST
1069387065383628800;NON_SEXIST
1063517955219222529;SEXIST
1027728097188229120;SEXIST
1069831625083637760;SEXIST
1027381287382908930;SEXIST
1032735323523047425;NON_SEXIST
1014300570797203459;SEXIST
1050518472336306177;NON_SEXIST
1032412921488240646;DOUBTFUL
1020351547241189376;NON_SEXIST
1073733049207144448;SEXIST
1016716887185649664;NON_SEXIST
1050642910478196736;NON_SEXIST
1044302058751479808;NON_SEXIST
1068137334892306432;NON_SEXIST
1035017516962082816;SEXIST
1073003271172706304;NON_SEXIST
1047570695146930186;SEXIST
1057643343285493760;NON_SEXIST
1069698550412513280;NON_SEXIST
1063562908163018757;SEXIST
1038784500283699202;NON_SEXIST
1038537447779561473;NON_SEXIST
1079275219301425152;NON_SEXIST
1041461896187064320;NON_SEXIST
1047864048069619713;SEXIST
1031591322354896896;SEXIST
1021511225690284032;NON_SEXIST
1021205235526664193;SEXIST
1047511834864050176;NON_SEXIST
1021476348764684288;NON_SEXIST
1021851639395889153;NON_SEXIST
1037936653074161664;NON_SEXIST
1065995274584293376;NON_SEXIST
1049331136202231808;SEXIST
1046248747032866816;NON_SEXIST
1062534731005419520;NON_SEXIST
1058062403504627712;SEXIST
1033984748945899525;SEXIST
1061687960314241024;NON_SEXIST
1073715684406935552;SEXIST
1029166220203962370;SEXIST
1033131822438408192;SEXIST
1055566467926777856;SEXIST
1054762374425538565;SEXIST
1045339497725128704;SEXIST
1058860396625494017;NON_SEXIST
1079182645924253696;NON_SEXIST
1036967986370961408;NON_SEXIST
1079490176961916928;NON_SEXIST
1076488197822210048;NON_SEXIST
1062550095760113664;NON_SEXIST
